"Date","Product_Category","Product_Name","Product_Cost","Product_Price","Items_Sold"
"2018-01-30","Art & Crafts","Magic Sand",13.99,15.99,139
"2018-01-30","Art & Crafts","PlayDoh Can",1.99,2.99,158
"2018-01-30","Art & Crafts","PlayDoh Playset",20.99,24.99,14
"2018-01-30","Art & Crafts","PlayDoh Toolkit",3.99,4.99,21
"2018-01-30","Electronics","Colorbuds",6.99,14.99,131
"2018-01-30","Electronics","Gamer Headphones",14.99,20.99,45
"2018-01-30","Electronics","Toy Robot",20.99,25.99,25
"2018-01-30","Games","Deck Of Cards",3.99,6.99,56
"2018-01-30","Games","Glass Marbles",5.99,10.99,227
"2018-01-30","Games","Jenga",2.99,9.99,9
"2018-01-30","Games","Rubik's Cube",17.99,19.99,94
"2018-01-30","Sports & Outdoors","Dart Gun",11.99,15.99,23
"2018-01-30","Sports & Outdoors","Mini Ping Pong Set",6.99,9.99,12
"2018-01-30","Sports & Outdoors","Nerf Gun",14.99,19.99,8
"2018-01-30","Sports & Outdoors","Splash Balls",7.99,8.99,16
"2018-01-30","Toys","Action Figure",9.99,15.99,76
"2018-01-30","Toys","Animal Figures",9.99,12.99,73
"2018-01-30","Toys","Dino Egg",9.99,10.99,10
"2018-01-30","Toys","Dinosaur Figures",10.99,14.99,45
"2018-01-30","Toys","Hot Wheels 5-Pack",3.99,5.99,12
"2018-01-30","Toys","Lego Bricks",34.99,39.99,35
"2018-01-30","Toys","Mr. Potatohead",4.99,9.99,48
"2018-01-30","Toys","Teddy Bear",10.99,12.99,15
"2018-01-31","Art & Crafts","Barrel O' Slime",1.99,3.99,215
"2018-01-31","Art & Crafts","Etch A Sketch",10.99,20.99,42
"2018-01-31","Art & Crafts","Kids Makeup Kit",13.99,19.99,33
"2018-01-31","Art & Crafts","Magic Sand",13.99,15.99,135
"2018-01-31","Art & Crafts","PlayDoh Can",1.99,2.99,63
"2018-01-31","Electronics","Colorbuds",6.99,14.99,182
"2018-01-31","Electronics","Gamer Headphones",14.99,20.99,90
"2018-01-31","Electronics","Toy Robot",20.99,25.99,13
"2018-01-31","Games","Chutes & Ladders",9.99,12.99,41
"2018-01-31","Games","Deck Of Cards",3.99,6.99,63
"2018-01-31","Games","Glass Marbles",5.99,10.99,46
"2018-01-31","Games","Jenga",2.99,9.99,5
"2018-01-31","Games","Monopoly",13.99,19.99,26
"2018-01-31","Games","Rubik's Cube",17.99,19.99,102
"2018-01-31","Sports & Outdoors","Dart Gun",11.99,15.99,15
"2018-01-31","Sports & Outdoors","Mini Basketball Hoop",8.99,24.99,4
"2018-01-31","Sports & Outdoors","Nerf Gun",14.99,19.99,53
"2018-01-31","Sports & Outdoors","Splash Balls",7.99,8.99,44
"2018-01-31","Sports & Outdoors","Supersoaker Water Gun",11.99,14.99,5
"2018-01-31","Toys","Action Figure",9.99,15.99,41
"2018-01-31","Toys","Animal Figures",9.99,12.99,26
"2018-01-31","Toys","Dino Egg",9.99,10.99,79
"2018-01-31","Toys","Dinosaur Figures",10.99,14.99,30
"2018-01-31","Toys","Hot Wheels 5-Pack",3.99,5.99,27
"2018-01-31","Toys","Lego Bricks",34.99,39.99,59
"2018-01-31","Toys","Mr. Potatohead",4.99,9.99,24
"2018-01-31","Toys","Plush Pony",8.99,19.99,14
"2018-01-31","Toys","Teddy Bear",10.99,12.99,6
"2018-02-01","Art & Crafts","Barrel O' Slime",1.99,3.99,227
"2018-02-01","Art & Crafts","Etch A Sketch",10.99,20.99,81
"2018-02-01","Art & Crafts","Kids Makeup Kit",13.99,19.99,21
"2018-02-01","Art & Crafts","Magic Sand",13.99,15.99,193
"2018-02-01","Art & Crafts","PlayDoh Can",1.99,2.99,208
"2018-02-01","Art & Crafts","PlayDoh Playset",20.99,24.99,8
"2018-02-01","Art & Crafts","PlayDoh Toolkit",3.99,4.99,22
"2018-02-01","Electronics","Colorbuds",6.99,14.99,203
"2018-02-01","Electronics","Gamer Headphones",14.99,20.99,73
"2018-02-01","Electronics","Toy Robot",20.99,25.99,7
"2018-02-01","Games","Chutes & Ladders",9.99,12.99,5
"2018-02-01","Games","Classic Dominoes",7.99,9.99,17
"2018-02-01","Games","Deck Of Cards",3.99,6.99,37
"2018-02-01","Games","Glass Marbles",5.99,10.99,117
"2018-02-01","Games","Rubik's Cube",17.99,19.99,140
"2018-02-01","Sports & Outdoors","Dart Gun",11.99,15.99,44
"2018-02-01","Sports & Outdoors","Mini Ping Pong Set",6.99,9.99,119
"2018-02-01","Sports & Outdoors","Nerf Gun",14.99,19.99,105
"2018-02-01","Sports & Outdoors","Splash Balls",7.99,8.99,29
"2018-02-01","Sports & Outdoors","Supersoaker Water Gun",11.99,14.99,24
"2018-02-01","Toys","Action Figure",9.99,15.99,36
"2018-02-01","Toys","Animal Figures",9.99,12.99,78
"2018-02-01","Toys","Dino Egg",9.99,10.99,42
"2018-02-01","Toys","Dinosaur Figures",10.99,14.99,6
"2018-02-01","Toys","Hot Wheels 5-Pack",3.99,5.99,16
"2018-02-01","Toys","Lego Bricks",34.99,39.99,64
"2018-02-01","Toys","Mr. Potatohead",4.99,9.99,11
"2018-02-02","Art & Crafts","Barrel O' Slime",1.99,3.99,282
"2018-02-02","Art & Crafts","Etch A Sketch",10.99,20.99,91
"2018-02-02","Art & Crafts","Kids Makeup Kit",13.99,19.99,18
"2018-02-02","Art & Crafts","Magic Sand",13.99,15.99,248
"2018-02-02","Art & Crafts","PlayDoh Can",1.99,2.99,114
"2018-02-02","Art & Crafts","PlayDoh Toolkit",3.99,4.99,44
"2018-02-02","Electronics","Colorbuds",6.99,14.99,171
"2018-02-02","Electronics","Gamer Headphones",14.99,20.99,53
"2018-02-02","Games","Deck Of Cards",3.99,6.99,138
"2018-02-02","Games","Glass Marbles",5.99,10.99,69
"2018-02-02","Games","Jenga",2.99,9.99,1
"2018-02-02","Games","Rubik's Cube",17.99,19.99,107
"2018-02-02","Sports & Outdoors","Dart Gun",11.99,15.99,71
"2018-02-02","Sports & Outdoors","Mini Ping Pong Set",6.99,9.99,72
"2018-02-02","Sports & Outdoors","Nerf Gun",14.99,19.99,24
"2018-02-02","Sports & Outdoors","Splash Balls",7.99,8.99,36
"2018-02-02","Toys","Action Figure",9.99,15.99,72
"2018-02-02","Toys","Animal Figures",9.99,12.99,18
"2018-02-02","Toys","Dino Egg",9.99,10.99,78
"2018-02-02","Toys","Dinosaur Figures",10.99,14.99,14
"2018-02-02","Toys","Hot Wheels 5-Pack",3.99,5.99,53
"2018-02-02","Toys","Lego Bricks",34.99,39.99,73
"2018-02-02","Toys","Mr. Potatohead",4.99,9.99,130
"2018-02-02","Toys","Plush Pony",8.99,19.99,16
"2018-02-02","Toys","Teddy Bear",10.99,12.99,38
"2018-02-03","Art & Crafts","Barrel O' Slime",1.99,3.99,480
"2018-02-03","Art & Crafts","Etch A Sketch",10.99,20.99,92
"2018-02-03","Art & Crafts","Kids Makeup Kit",13.99,19.99,3
"2018-02-03","Art & Crafts","Magic Sand",13.99,15.99,426
"2018-02-03","Art & Crafts","PlayDoh Can",1.99,2.99,147
"2018-02-03","Art & Crafts","PlayDoh Toolkit",3.99,4.99,129
"2018-02-03","Electronics","Colorbuds",6.99,14.99,134
"2018-02-03","Electronics","Gamer Headphones",14.99,20.99,68
"2018-02-03","Electronics","Toy Robot",20.99,25.99,30
"2018-02-03","Games","Chutes & Ladders",9.99,12.99,15
"2018-02-03","Games","Deck Of Cards",3.99,6.99,383
"2018-02-03","Games","Glass Marbles",5.99,10.99,85
"2018-02-03","Games","Jenga",2.99,9.99,33
"2018-02-03","Games","Rubik's Cube",17.99,19.99,105
"2018-02-03","Games","Uno Card Game",3.99,7.99,16
"2018-02-03","Sports & Outdoors","Dart Gun",11.99,15.99,45
"2018-02-03","Sports & Outdoors","Mini Basketball Hoop",8.99,24.99,4
"2018-02-03","Sports & Outdoors","Mini Ping Pong Set",6.99,9.99,205
"2018-02-03","Sports & Outdoors","Nerf Gun",14.99,19.99,101
"2018-02-03","Sports & Outdoors","Splash Balls",7.99,8.99,30
"2018-02-03","Sports & Outdoors","Supersoaker Water Gun",11.99,14.99,4
"2018-02-03","Toys","Action Figure",9.99,15.99,136
"2018-02-03","Toys","Animal Figures",9.99,12.99,128
"2018-02-03","Toys","Dino Egg",9.99,10.99,232
"2018-02-03","Toys","Dinosaur Figures",10.99,14.99,70
"2018-02-03","Toys","Hot Wheels 5-Pack",3.99,5.99,10
"2018-02-03","Toys","Lego Bricks",34.99,39.99,159
"2018-02-03","Toys","Mr. Potatohead",4.99,9.99,22
"2018-02-03","Toys","Plush Pony",8.99,19.99,13
"2018-02-04","Art & Crafts","Barrel O' Slime",1.99,3.99,268
"2018-02-04","Art & Crafts","Etch A Sketch",10.99,20.99,110
"2018-02-04","Art & Crafts","Kids Makeup Kit",13.99,19.99,16
"2018-02-04","Art & Crafts","Magic Sand",13.99,15.99,327
"2018-02-04","Art & Crafts","PlayDoh Can",1.99,2.99,208
"2018-02-04","Art & Crafts","PlayDoh Toolkit",3.99,4.99,9
"2018-02-04","Electronics","Colorbuds",6.99,14.99,51
"2018-02-04","Electronics","Gamer Headphones",14.99,20.99,53
"2018-02-04","Electronics","Toy Robot",20.99,25.99,11
"2018-02-04","Games","Classic Dominoes",7.99,9.99,4
"2018-02-04","Games","Deck Of Cards",3.99,6.99,259
"2018-02-04","Games","Glass Marbles",5.99,10.99,62
"2018-02-04","Games","Jenga",2.99,9.99,15
"2018-02-04","Games","Rubik's Cube",17.99,19.99,145
"2018-02-04","Games","Uno Card Game",3.99,7.99,7
"2018-02-04","Sports & Outdoors","Dart Gun",11.99,15.99,113
"2018-02-04","Sports & Outdoors","Mini Basketball Hoop",8.99,24.99,11
"2018-02-04","Sports & Outdoors","Mini Ping Pong Set",6.99,9.99,298
"2018-02-04","Sports & Outdoors","Nerf Gun",14.99,19.99,89
"2018-02-04","Sports & Outdoors","Splash Balls",7.99,8.99,109
"2018-02-04","Sports & Outdoors","Supersoaker Water Gun",11.99,14.99,22
"2018-02-04","Toys","Action Figure",9.99,15.99,66
"2018-02-04","Toys","Animal Figures",9.99,12.99,128
"2018-02-04","Toys","Dino Egg",9.99,10.99,167
"2018-02-04","Toys","Dinosaur Figures",10.99,14.99,61
"2018-02-04","Toys","Hot Wheels 5-Pack",3.99,5.99,34
"2018-02-04","Toys","Lego Bricks",34.99,39.99,158
"2018-02-04","Toys","Mr. Potatohead",4.99,9.99,19
"2018-02-04","Toys","Teddy Bear",10.99,12.99,25
"2018-02-05","Art & Crafts","Barrel O' Slime",1.99,3.99,386
"2018-02-05","Art & Crafts","Etch A Sketch",10.99,20.99,44
"2018-02-05","Art & Crafts","Kids Makeup Kit",13.99,19.99,18
"2018-02-05","Art & Crafts","Magic Sand",13.99,15.99,261
"2018-02-05","Art & Crafts","PlayDoh Can",1.99,2.99,102
"2018-02-05","Art & Crafts","PlayDoh Playset",20.99,24.99,12
"2018-02-05","Art & Crafts","PlayDoh Toolkit",3.99,4.99,15
"2018-02-05","Electronics","Colorbuds",6.99,14.99,94
"2018-02-05","Electronics","Gamer Headphones",14.99,20.99,43
"2018-02-05","Electronics","Toy Robot",20.99,25.99,5
"2018-02-05","Games","Chutes & Ladders",9.99,12.99,8
"2018-02-05","Games","Deck Of Cards",3.99,6.99,208
"2018-02-05","Games","Glass Marbles",5.99,10.99,108
"2018-02-05","Games","Jenga",2.99,9.99,10
"2018-02-05","Games","Monopoly",13.99,19.99,9
"2018-02-05","Games","Rubik's Cube",17.99,19.99,102
"2018-02-05","Games","Uno Card Game",3.99,7.99,7
"2018-02-05","Sports & Outdoors","Dart Gun",11.99,15.99,13
"2018-02-05","Sports & Outdoors","Mini Ping Pong Set",6.99,9.99,103
"2018-02-05","Sports & Outdoors","Nerf Gun",14.99,19.99,27
"2018-02-05","Sports & Outdoors","Splash Balls",7.99,8.99,41
"2018-02-05","Toys","Action Figure",9.99,15.99,124
"2018-02-05","Toys","Animal Figures",9.99,12.99,107
"2018-02-05","Toys","Dino Egg",9.99,10.99,69
"2018-02-05","Toys","Dinosaur Figures",10.99,14.99,21
"2018-02-05","Toys","Hot Wheels 5-Pack",3.99,5.99,22
"2018-02-05","Toys","Lego Bricks",34.99,39.99,100
"2018-02-05","Toys","Mr. Potatohead",4.99,9.99,34
"2018-02-05","Toys","Plush Pony",8.99,19.99,9
"2018-02-05","Toys","Teddy Bear",10.99,12.99,10
"2018-02-06","Art & Crafts","Barrel O' Slime",1.99,3.99,203
"2018-02-06","Art & Crafts","Etch A Sketch",10.99,20.99,57
"2018-02-06","Art & Crafts","Kids Makeup Kit",13.99,19.99,15
"2018-02-06","Art & Crafts","Magic Sand",13.99,15.99,95
"2018-02-06","Art & Crafts","PlayDoh Can",1.99,2.99,138
"2018-02-06","Electronics","Colorbuds",6.99,14.99,190
"2018-02-06","Electronics","Gamer Headphones",14.99,20.99,65
"2018-02-06","Electronics","Toy Robot",20.99,25.99,11
"2018-02-06","Games","Deck Of Cards",3.99,6.99,54
"2018-02-06","Games","Glass Marbles",5.99,10.99,97
"2018-02-06","Games","Rubik's Cube",17.99,19.99,24
"2018-02-06","Sports & Outdoors","Dart Gun",11.99,15.99,20
"2018-02-06","Sports & Outdoors","Mini Ping Pong Set",6.99,9.99,21
"2018-02-06","Sports & Outdoors","Nerf Gun",14.99,19.99,15
"2018-02-06","Sports & Outdoors","Splash Balls",7.99,8.99,36
"2018-02-06","Toys","Action Figure",9.99,15.99,47
"2018-02-06","Toys","Animal Figures",9.99,12.99,49
"2018-02-06","Toys","Dino Egg",9.99,10.99,48
"2018-02-06","Toys","Dinosaur Figures",10.99,14.99,37
"2018-02-06","Toys","Hot Wheels 5-Pack",3.99,5.99,45
"2018-02-06","Toys","Lego Bricks",34.99,39.99,116
"2018-02-06","Toys","Mr. Potatohead",4.99,9.99,20
"2018-02-07","Art & Crafts","Barrel O' Slime",1.99,3.99,270
"2018-02-07","Art & Crafts","Etch A Sketch",10.99,20.99,15
"2018-02-07","Art & Crafts","Kids Makeup Kit",13.99,19.99,9
"2018-02-07","Art & Crafts","Magic Sand",13.99,15.99,268
"2018-02-07","Art & Crafts","PlayDoh Can",1.99,2.99,87
"2018-02-07","Electronics","Colorbuds",6.99,14.99,90
"2018-02-07","Electronics","Gamer Headphones",14.99,20.99,63
"2018-02-07","Games","Chutes & Ladders",9.99,12.99,7
"2018-02-07","Games","Classic Dominoes",7.99,9.99,13
"2018-02-07","Games","Deck Of Cards",3.99,6.99,191
"2018-02-07","Games","Glass Marbles",5.99,10.99,255
"2018-02-07","Games","Jenga",2.99,9.99,6
"2018-02-07","Games","Rubik's Cube",17.99,19.99,26
"2018-02-07","Games","Uno Card Game",3.99,7.99,11
"2018-02-07","Sports & Outdoors","Dart Gun",11.99,15.99,19
"2018-02-07","Sports & Outdoors","Mini Ping Pong Set",6.99,9.99,7
"2018-02-07","Sports & Outdoors","Nerf Gun",14.99,19.99,18
"2018-02-07","Sports & Outdoors","Splash Balls",7.99,8.99,64
"2018-02-07","Toys","Action Figure",9.99,15.99,18
"2018-02-07","Toys","Animal Figures",9.99,12.99,44
"2018-02-07","Toys","Dino Egg",9.99,10.99,47
"2018-02-07","Toys","Dinosaur Figures",10.99,14.99,8
"2018-02-07","Toys","Hot Wheels 5-Pack",3.99,5.99,33
"2018-02-07","Toys","Lego Bricks",34.99,39.99,90
"2018-02-07","Toys","Teddy Bear",10.99,12.99,26
"2018-02-08","Art & Crafts","Barrel O' Slime",1.99,3.99,192
"2018-02-08","Art & Crafts","Etch A Sketch",10.99,20.99,6
"2018-02-08","Art & Crafts","Kids Makeup Kit",13.99,19.99,4
"2018-02-08","Art & Crafts","Magic Sand",13.99,15.99,191
"2018-02-08","Art & Crafts","PlayDoh Can",1.99,2.99,52
"2018-02-08","Art & Crafts","PlayDoh Playset",20.99,24.99,12
"2018-02-08","Art & Crafts","PlayDoh Toolkit",3.99,4.99,17
"2018-02-08","Electronics","Colorbuds",6.99,14.99,143
"2018-02-08","Electronics","Gamer Headphones",14.99,20.99,31
"2018-02-08","Electronics","Toy Robot",20.99,25.99,10
"2018-02-08","Games","Classic Dominoes",7.99,9.99,10
"2018-02-08","Games","Deck Of Cards",3.99,6.99,117
"2018-02-08","Games","Glass Marbles",5.99,10.99,18
"2018-02-08","Games","Rubik's Cube",17.99,19.99,60
"2018-02-08","Games","Uno Card Game",3.99,7.99,2
"2018-02-08","Sports & Outdoors","Mini Basketball Hoop",8.99,24.99,6
"2018-02-08","Sports & Outdoors","Nerf Gun",14.99,19.99,42
"2018-02-08","Sports & Outdoors","Splash Balls",7.99,8.99,10
"2018-02-08","Toys","Action Figure",9.99,15.99,12
"2018-02-08","Toys","Animal Figures",9.99,12.99,30
"2018-02-08","Toys","Dino Egg",9.99,10.99,67
"2018-02-08","Toys","Dinosaur Figures",10.99,14.99,18
"2018-02-08","Toys","Hot Wheels 5-Pack",3.99,5.99,19
"2018-02-08","Toys","Lego Bricks",34.99,39.99,57
"2018-02-08","Toys","Mr. Potatohead",4.99,9.99,14
"2018-02-08","Toys","Plush Pony",8.99,19.99,3
"2018-02-08","Toys","Teddy Bear",10.99,12.99,4
"2018-02-09","Art & Crafts","Barrel O' Slime",1.99,3.99,364
"2018-02-09","Art & Crafts","Etch A Sketch",10.99,20.99,41
"2018-02-09","Art & Crafts","Kids Makeup Kit",13.99,19.99,30
"2018-02-09","Art & Crafts","Magic Sand",13.99,15.99,147
"2018-02-09","Art & Crafts","PlayDoh Can",1.99,2.99,98
"2018-02-09","Art & Crafts","PlayDoh Playset",20.99,24.99,5
"2018-02-09","Art & Crafts","PlayDoh Toolkit",3.99,4.99,5
"2018-02-09","Electronics","Colorbuds",6.99,14.99,128
"2018-02-09","Electronics","Gamer Headphones",14.99,20.99,69
"2018-02-09","Electronics","Toy Robot",20.99,25.99,12
"2018-02-09","Games","Chutes & Ladders",9.99,12.99,33
"2018-02-09","Games","Classic Dominoes",7.99,9.99,7
"2018-02-09","Games","Deck Of Cards",3.99,6.99,105
"2018-02-09","Games","Glass Marbles",5.99,10.99,37
"2018-02-09","Games","Jenga",2.99,9.99,15
"2018-02-09","Games","Rubik's Cube",17.99,19.99,150
"2018-02-09","Games","Uno Card Game",3.99,7.99,14
"2018-02-09","Sports & Outdoors","Dart Gun",11.99,15.99,8
"2018-02-09","Sports & Outdoors","Mini Basketball Hoop",8.99,24.99,11
"2018-02-09","Sports & Outdoors","Mini Ping Pong Set",6.99,9.99,72
"2018-02-09","Sports & Outdoors","Nerf Gun",14.99,19.99,8
"2018-02-09","Sports & Outdoors","Splash Balls",7.99,8.99,54
"2018-02-09","Toys","Action Figure",9.99,15.99,70
"2018-02-09","Toys","Animal Figures",9.99,12.99,53
"2018-02-09","Toys","Dino Egg",9.99,10.99,98
"2018-02-09","Toys","Dinosaur Figures",10.99,14.99,53
"2018-02-09","Toys","Hot Wheels 5-Pack",3.99,5.99,20
"2018-02-09","Toys","Lego Bricks",34.99,39.99,38
"2018-02-09","Toys","Mr. Potatohead",4.99,9.99,35
"2018-02-10","Art & Crafts","Barrel O' Slime",1.99,3.99,349
"2018-02-10","Art & Crafts","Etch A Sketch",10.99,20.99,46
"2018-02-10","Art & Crafts","Kids Makeup Kit",13.99,19.99,51
"2018-02-10","Art & Crafts","Magic Sand",13.99,15.99,408
"2018-02-10","Art & Crafts","PlayDoh Can",1.99,2.99,162
"2018-02-10","Art & Crafts","PlayDoh Toolkit",3.99,4.99,19
"2018-02-10","Electronics","Colorbuds",6.99,14.99,26
"2018-02-10","Electronics","Gamer Headphones",14.99,20.99,34
"2018-02-10","Electronics","Toy Robot",20.99,25.99,40
"2018-02-10","Games","Chutes & Ladders",9.99,12.99,10
"2018-02-10","Games","Classic Dominoes",7.99,9.99,2
"2018-02-10","Games","Deck Of Cards",3.99,6.99,131
"2018-02-10","Games","Glass Marbles",5.99,10.99,67
"2018-02-10","Games","Rubik's Cube",17.99,19.99,111
"2018-02-10","Games","Uno Card Game",3.99,7.99,24
"2018-02-10","Sports & Outdoors","Dart Gun",11.99,15.99,43
"2018-02-10","Sports & Outdoors","Mini Basketball Hoop",8.99,24.99,9
"2018-02-10","Sports & Outdoors","Mini Ping Pong Set",6.99,9.99,169
"2018-02-10","Sports & Outdoors","Nerf Gun",14.99,19.99,134
"2018-02-10","Sports & Outdoors","Splash Balls",7.99,8.99,61
"2018-02-10","Toys","Action Figure",9.99,15.99,79
"2018-02-10","Toys","Animal Figures",9.99,12.99,25
"2018-02-10","Toys","Dino Egg",9.99,10.99,115
"2018-02-10","Toys","Dinosaur Figures",10.99,14.99,23
"2018-02-10","Toys","Hot Wheels 5-Pack",3.99,5.99,51
"2018-02-10","Toys","Lego Bricks",34.99,39.99,119
"2018-02-10","Toys","Mr. Potatohead",4.99,9.99,35
"2018-02-10","Toys","Plush Pony",8.99,19.99,12
"2018-02-10","Toys","Teddy Bear",10.99,12.99,22
"2018-02-11","Art & Crafts","Barrel O' Slime",1.99,3.99,340
"2018-02-11","Art & Crafts","Etch A Sketch",10.99,20.99,50
"2018-02-11","Art & Crafts","Kids Makeup Kit",13.99,19.99,23
"2018-02-11","Art & Crafts","Magic Sand",13.99,15.99,237
"2018-02-11","Art & Crafts","PlayDoh Can",1.99,2.99,113
"2018-02-11","Art & Crafts","PlayDoh Playset",20.99,24.99,35
"2018-02-11","Electronics","Colorbuds",6.99,14.99,53
"2018-02-11","Electronics","Gamer Headphones",14.99,20.99,56
"2018-02-11","Electronics","Toy Robot",20.99,25.99,11
"2018-02-11","Games","Chutes & Ladders",9.99,12.99,17
"2018-02-11","Games","Classic Dominoes",7.99,9.99,11
"2018-02-11","Games","Deck Of Cards",3.99,6.99,320
"2018-02-11","Games","Glass Marbles",5.99,10.99,82
"2018-02-11","Games","Jenga",2.99,9.99,59
"2018-02-11","Games","Rubik's Cube",17.99,19.99,317
"2018-02-11","Sports & Outdoors","Dart Gun",11.99,15.99,45
"2018-02-11","Sports & Outdoors","Mini Ping Pong Set",6.99,9.99,193
"2018-02-11","Sports & Outdoors","Nerf Gun",14.99,19.99,171
"2018-02-11","Sports & Outdoors","Splash Balls",7.99,8.99,47
"2018-02-11","Sports & Outdoors","Supersoaker Water Gun",11.99,14.99,43
"2018-02-11","Toys","Action Figure",9.99,15.99,78
"2018-02-11","Toys","Animal Figures",9.99,12.99,7
"2018-02-11","Toys","Dino Egg",9.99,10.99,100
"2018-02-11","Toys","Dinosaur Figures",10.99,14.99,38
"2018-02-11","Toys","Hot Wheels 5-Pack",3.99,5.99,39
"2018-02-11","Toys","Lego Bricks",34.99,39.99,150
"2018-02-11","Toys","Mr. Potatohead",4.99,9.99,23
"2018-02-11","Toys","Teddy Bear",10.99,12.99,19
"2018-02-12","Art & Crafts","Barrel O' Slime",1.99,3.99,161
"2018-02-12","Art & Crafts","Etch A Sketch",10.99,20.99,9
"2018-02-12","Art & Crafts","Kids Makeup Kit",13.99,19.99,18
"2018-02-12","Art & Crafts","Magic Sand",13.99,15.99,120
"2018-02-12","Art & Crafts","PlayDoh Can",1.99,2.99,179
"2018-02-12","Art & Crafts","PlayDoh Playset",20.99,24.99,5
"2018-02-12","Art & Crafts","PlayDoh Toolkit",3.99,4.99,23
"2018-02-12","Electronics","Colorbuds",6.99,14.99,47
"2018-02-12","Electronics","Gamer Headphones",14.99,20.99,68
"2018-02-12","Electronics","Toy Robot",20.99,25.99,32
"2018-02-12","Games","Chutes & Ladders",9.99,12.99,12
"2018-02-12","Games","Classic Dominoes",7.99,9.99,1
"2018-02-12","Games","Deck Of Cards",3.99,6.99,45
"2018-02-12","Games","Glass Marbles",5.99,10.99,35
"2018-02-12","Games","Jenga",2.99,9.99,3
"2018-02-12","Games","Rubik's Cube",17.99,19.99,177
"2018-02-12","Games","Uno Card Game",3.99,7.99,12
"2018-02-12","Sports & Outdoors","Dart Gun",11.99,15.99,16
"2018-02-12","Sports & Outdoors","Mini Ping Pong Set",6.99,9.99,18
"2018-02-12","Sports & Outdoors","Nerf Gun",14.99,19.99,89
"2018-02-12","Sports & Outdoors","Splash Balls",7.99,8.99,59
"2018-02-12","Toys","Action Figure",9.99,15.99,69
"2018-02-12","Toys","Animal Figures",9.99,12.99,29
"2018-02-12","Toys","Dino Egg",9.99,10.99,14
"2018-02-12","Toys","Dinosaur Figures",10.99,14.99,28
"2018-02-12","Toys","Hot Wheels 5-Pack",3.99,5.99,30
"2018-02-12","Toys","Lego Bricks",34.99,39.99,28
"2018-02-12","Toys","Mr. Potatohead",4.99,9.99,40
"2018-02-12","Toys","Plush Pony",8.99,19.99,23
"2018-02-12","Toys","Teddy Bear",10.99,12.99,26
"2018-02-13","Art & Crafts","Barrel O' Slime",1.99,3.99,264
"2018-02-13","Art & Crafts","Etch A Sketch",10.99,20.99,35
"2018-02-13","Art & Crafts","Kids Makeup Kit",13.99,19.99,28
"2018-02-13","Art & Crafts","Magic Sand",13.99,15.99,166
"2018-02-13","Art & Crafts","PlayDoh Can",1.99,2.99,101
"2018-02-13","Electronics","Colorbuds",6.99,14.99,199
"2018-02-13","Electronics","Gamer Headphones",14.99,20.99,96
"2018-02-13","Electronics","Toy Robot",20.99,25.99,25
"2018-02-13","Games","Chutes & Ladders",9.99,12.99,9
"2018-02-13","Games","Classic Dominoes",7.99,9.99,5
"2018-02-13","Games","Deck Of Cards",3.99,6.99,36
"2018-02-13","Games","Glass Marbles",5.99,10.99,44
"2018-02-13","Games","Jenga",2.99,9.99,37
"2018-02-13","Games","Rubik's Cube",17.99,19.99,66
"2018-02-13","Sports & Outdoors","Dart Gun",11.99,15.99,25
"2018-02-13","Sports & Outdoors","Mini Ping Pong Set",6.99,9.99,8
"2018-02-13","Sports & Outdoors","Nerf Gun",14.99,19.99,76
"2018-02-13","Sports & Outdoors","Splash Balls",7.99,8.99,8
"2018-02-13","Toys","Action Figure",9.99,15.99,24
"2018-02-13","Toys","Animal Figures",9.99,12.99,19
"2018-02-13","Toys","Dino Egg",9.99,10.99,36
"2018-02-13","Toys","Dinosaur Figures",10.99,14.99,3
"2018-02-13","Toys","Hot Wheels 5-Pack",3.99,5.99,14
"2018-02-13","Toys","Lego Bricks",34.99,39.99,156
"2018-02-13","Toys","Mr. Potatohead",4.99,9.99,11
"2018-02-13","Toys","Teddy Bear",10.99,12.99,75
"2018-02-14","Art & Crafts","Barrel O' Slime",1.99,3.99,302
"2018-02-14","Art & Crafts","Etch A Sketch",10.99,20.99,49
"2018-02-14","Art & Crafts","Kids Makeup Kit",13.99,19.99,23
"2018-02-14","Art & Crafts","Magic Sand",13.99,15.99,206
"2018-02-14","Art & Crafts","PlayDoh Can",1.99,2.99,109
"2018-02-14","Art & Crafts","PlayDoh Playset",20.99,24.99,10
"2018-02-14","Art & Crafts","PlayDoh Toolkit",3.99,4.99,21
"2018-02-14","Electronics","Colorbuds",6.99,14.99,81
"2018-02-14","Electronics","Gamer Headphones",14.99,20.99,27
"2018-02-14","Games","Classic Dominoes",7.99,9.99,25
"2018-02-14","Games","Deck Of Cards",3.99,6.99,76
"2018-02-14","Games","Glass Marbles",5.99,10.99,161
"2018-02-14","Games","Jenga",2.99,9.99,55
"2018-02-14","Games","Rubik's Cube",17.99,19.99,145
"2018-02-14","Sports & Outdoors","Dart Gun",11.99,15.99,20
"2018-02-14","Sports & Outdoors","Mini Ping Pong Set",6.99,9.99,16
"2018-02-14","Sports & Outdoors","Nerf Gun",14.99,19.99,31
"2018-02-14","Sports & Outdoors","Splash Balls",7.99,8.99,70
"2018-02-14","Sports & Outdoors","Supersoaker Water Gun",11.99,14.99,8
"2018-02-14","Toys","Action Figure",9.99,15.99,83
"2018-02-14","Toys","Animal Figures",9.99,12.99,33
"2018-02-14","Toys","Dino Egg",9.99,10.99,70
